job_level,job_duration_in_current_job_level,person_level,job_duration_in_current_person_level,job_duration_in_current_branch,Employee_type,Employee_status,gender,age,marital_status_maried(Y/N),number_of_dependences,number_of_dependences (male),number_of_dependences (female),Education_level,GPA,year_graduated,job_duration_as_permanent_worker,job_duration_from_training,branch_rotation,job_rotation,assign_of_otherposition,annual leave,sick_leaves,Best Performance,Avg_achievement_%,Last_achievement_%,Achievement_above_100%_during3quartal,achievement_target_1,achievement_target_2,achievement_target_3
JG04,0.75,PG03,0.75,0.75,RM_type_B,Permanent,Male,1989,Y,0,0,0,level_4,3.4,2013,1.0,1,1,1,1,0,0,0,,,,,,
JG03,0.0,PG01,0.0,0.0,RM_type_B,Contract,Female,1990,N,0,0,0,level_3,3.18,2011,,1,1,1,0,0,0,0,,,,,,
JG04,1.33,PG03,1.33,1.75,RM_type_B,Permanent,Female,1989,Y,0,0,0,level_4,3.02,2012,2.0,2,1,2,0,2,0,0,,,,,,
JG04,1.08,PG03,1.08,1.17,RM_type_A,Permanent,Male,1991,N,0,0,0,level_4,3.18,2014,1.0,1,1,2,4,0,0,0,,,,,,
JG04,1.5,PG03,1.5,0.17,RM_type_A,Permanent,Male,1991,N,0,0,0,level_3,3.64,2013,2.0,2,3,3,0,5,0,0,29.63,46.26,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.08,PG03,1.08,0.5,RM_type_B,Permanent,Male,1991,N,0,0,0,level_4,2.99,2013,1.0,1,2,2,0,0,0,0,,,,,,
JG04,1.83,PG03,1.83,0.17,RM_type_A,Permanent,Male,1989,N,0,0,0,level_4,3.12,2012,4.0,4,2,3,1,1,3,0,50.623333333333335,55.68,0.0,Pencapaian 100%-150%,Pencapaian < 50%,reached
JG04,1.58,PG03,1.58,1.5,RM_type_B,Permanent,Male,1987,Y,1,0,1,level_3,2.86,2011,4.0,4,3,2,1,2,0,0,50.056666666666665,42.82,0.0,Pencapaian 50%-100%,Pencapaian < 50%,not reached
JG04,1.83,PG03,1.83,0.5,RM_type_B,Permanent,Male,1992,Y,1,1,0,level_4,3.6,2014,2.0,2,2,2,0,3,0,0,60.455,67.23,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.5,PG03,1.5,0.5,RM_type_B,Permanent,Female,1989,Y,2,0,2,,,,4.0,4,3,2,0,8,0,0,55.43666666666667,64.22,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.5,PG03,1.5,0.5,RM_type_B,Permanent,Male,1990,Y,1,1,0,level_4,3.01,2013,2.0,2,3,2,0,2,0,1,26.196666666666662,52.29,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.92,PG03,1.92,0.5,RM_type_A,Permanent,Male,1984,Y,1,0,1,level_4,3.03,2007,6.0,6,3,4,0,2,0,0,72.02666666666666,83.21,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.5,PG03,1.5,0.5,RM_type_B,Permanent,Male,1986,Y,1,0,1,,,,3.0,3,3,2,0,8,1,0,60.43000000000001,76.37,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.5,PG03,1.5,1.5,RM_type_B,Permanent,Male,1987,Y,0,0,0,level_4,3.03,2012,2.0,2,2,2,0,4,2,0,28.14,57.38,0.0,Pencapaian 50%-100%,Pencapaian < 50%,not reached
JG04,1.92,PG03,1.92,0.5,RM_type_A,Permanent,Male,1984,Y,1,1,0,level_4,2.79,2010,6.0,6,3,3,0,0,0,0,82.03000000000002,85.64,1.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,2.75,PG03,2.75,0.5,RM_type_A,Permanent,Male,1984,Y,1,1,0,level_4,3.19,2008,6.0,6,3,4,0,5,0,0,103.65333333333332,108.57,3.0,Pencapaian 50%-100%,Pencapaian 100%-150%,reached
JG04,1.58,PG03,1.58,0.5,RM_type_A,Permanent,Male,1987,Y,2,1,1,level_4,3.48,2012,4.0,4,3,4,0,3,0,0,81.11666666666667,62.56,1.0,Pencapaian 50%-100%,Pencapaian < 50%,not reached
JG04,1.33,PG03,1.33,0.5,RM_type_B,Permanent,Female,1992,N,0,0,0,level_4,3.19,2014,2.0,2,2,2,0,3,1,1,,,,,,
JG04,0.33,PG03,0.33,0.33,RM_type_B,Permanent,Male,1991,Y,0,0,0,level_4,3.21,2014,1.0,1,1,1,0,0,0,0,,,,,,
JG04,6.83,PG04,5.0,1.5,RM_type_A,Permanent,Female,1974,Y,1,1,0,level_4,0.0,2005,24.0,24,10,9,0,3,0,1,69.49666666666667,74.73,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.58,PG03,1.58,0.5,RM_type_B,Permanent,Male,1987,Y,2,1,1,,,,4.0,4,3,2,0,1,0,1,31.73333333333333,28.92,0.0,Pencapaian 50%-100%,Pencapaian < 50%,not reached
JG04,1.58,PG03,1.58,0.83,RM_type_A,Permanent,Male,1984,Y,0,0,0,,,,4.0,4,3,3,0,6,1,0,80.82333333333332,85.82,1.0,Pencapaian 50%-100%,Pencapaian 50%-100%,not reached
JG04,1.5,PG03,1.5,0.5,RM_type_B,Permanent,Female,1984,Y,1,0,1,,,,4.0,4,3,2,0,6,1,0,77.36,87.28,1.0,Pencapaian 50%-100%,Pencapaian 100%-150%,reached
JG04,8.0,PG04,0.0,0.17,RM_type_A,Permanent,Male,1980,Y,1,1,0,level_4,3.26,2003,15.0,15,9,7,3,3,0,0,92.47666666666667,95.2,3.0,Pencapaian 100%-150%,Pencapaian < 50%,reached
JG04,1.92,PG03,1.92,0.5,RM_type_A,Permanent,Male,1988,Y,0,0,0,level_4,3.41,2010,5.0,5,4,4,0,6,0,0,68.39666666666666,77.34,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.58,PG03,1.58,1.5,RM_type_A,Permanent,Male,1985,Y,1,0,1,level_3,0.0,2008,6.0,6,5,3,0,5,1,0,86.7,95.88,1.0,Pencapaian 100%-150%,Pencapaian 50%-100%,not reached
JG04,0.67,PG03,0.67,0.67,RM_type_B,Permanent,Female,1993,N,0,0,0,level_4,3.11,2015,1.0,1,1,1,0,0,0,0,,,,,,
JG03,0.25,PG01,0.25,0.25,RM_type_B,Contract,Female,1991,N,0,0,0,level_3,3.19,2012,,1,1,1,0,0,0,0,,,,,,
JG04,1.58,PG03,1.58,0.5,RM_type_A,Permanent,Male,1989,Y,1,0,1,,,,4.0,4,3,3,0,5,0,0,73.94333333333333,86.89,1.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.92,PG03,1.92,1.5,RM_type_A,Permanent,Male,1986,Y,1,0,1,level_3,3.19,2009,4.0,4,3,3,0,4,1,0,67.99666666666667,77.22,0.0,Pencapaian > 1.5,Pencapaian < 50%,reached
JG04,1.5,PG03,1.5,0.0,RM_type_B,Permanent,Female,1987,Y,1,1,0,level_4,3.33,2010,3.0,3,3,2,0,5,2,1,57.78666666666667,65.54,0.0,Pencapaian < 50%,Pencapaian < 50%,reached
JG04,0.25,PG03,0.25,0.25,RM_type_B,Permanent,Female,1988,N,0,0,0,level_4,3.79,2011,1.0,1,1,1,0,0,0,0,,,,,,
JG04,1.92,PG03,1.92,1.5,RM_type_A,Permanent,Male,1981,Y,0,0,0,level_4,3.11,2004,6.0,6,3,3,0,6,0,0,96.89666666666666,102.08,3.0,Pencapaian 50%-100%,Pencapaian 100%-150%,reached
JG04,1.58,PG03,1.58,1.5,RM_type_A,Permanent,Male,1987,Y,2,1,1,,,,4.0,4,3,2,0,5,4,0,67.56666666666666,78.3,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.5,PG03,1.5,0.5,RM_type_B,Permanent,Male,1987,N,0,0,0,level_3,2.98,2009,3.0,3,3,2,0,2,1,0,15.603333333333333,16.44,0.0,Pencapaian < 50%,Pencapaian < 50%,reached
JG04,1.08,PG03,1.08,1.17,RM_type_B,Permanent,Male,1992,N,0,0,0,level_4,3.49,2014,1.0,1,1,2,0,0,0,0,,,,,,
JG04,8.0,PG04,4.5,1.5,RM_type_A,Permanent,Male,1980,Y,2,2,0,level_4,2.98,2002,15.0,15,8,7,0,3,1,0,79.99666666666666,97.03,1.0,Pencapaian 50%-100%,Pencapaian 50%-100%,reached
JG04,1.08,PG03,1.08,1.17,RM_type_B,Permanent,Female,1986,N,0,0,0,level_4,3.46,2008,1.0,1,1,2,0,2,0,0,,,,,,
JG04,8.0,PG04,4.5,1.5,RM_type_A,Permanent,Female,1979,Y,3,2,1,level_4,3.02,2002,13.0,14,6,5,0,3,6,0,85.60666666666667,90.66,2.0,Pencapaian 100%-150%,Pencapaian < 50%,reached
JG04,1.92,PG03,1.92,0.5,RM_type_A,Permanent,Male,1985,Y,1,1,0,level_5,0.0,2014,6.0,6,3,3,0,3,0,0,77.96666666666665,82.39,0.0,Pencapaian 100%-150%,Pencapaian < 50%,not reached
JG04,1.58,PG03,1.58,0.5,RM_type_A,Permanent,Male,1983,Y,2,0,2,level_4,2.88,2010,6.0,6,4,4,0,5,0,0,102.35333333333334,106.24,3.0,Pencapaian 50%-100%,Pencapaian 100%-150%,not reached
JG04,0.33,PG03,0.33,0.33,RM_type_B,Permanent,Male,1992,Y,0,0,0,level_3,2.95,2014,1.0,1,1,1,0,0,0,0,,,,,,
JG04,1.58,PG03,1.58,0.5,RM_type_B,Permanent,Female,1985,Y,2,1,1,level_4,2.91,2008,6.0,6,3,2,0,6,0,0,90.50666666666667,93.45,3.0,Pencapaian 50%-100%,Pencapaian 100%-150%,reached
JG04,1.5,PG03,1.5,0.5,RM_type_A,Permanent,Male,1986,Y,1,1,0,level_4,3.06,2009,5.0,5,3,2,0,5,0,0,37.63666666666666,44.19,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.58,PG03,1.58,0.83,RM_type_A,Permanent,Female,1987,N,0,0,0,,,,4.0,4,3,3,0,5,3,0,41.24333333333334,57.4,0.0,Pencapaian 50%-100%,Pencapaian < 50%,not reached
JG04,1.33,PG03,1.33,1.33,RM_type_B,Permanent,Male,1990,Y,0,0,0,level_4,3.12,2013,2.0,2,2,2,0,3,7,0,,,,,,
JG04,1.58,PG03,1.58,0.17,RM_type_A,Permanent,Male,1985,Y,2,1,1,,,,3.0,3,4,4,0,3,0,0,60.660000000000004,68.76,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,0.92,PG03,0.92,0.92,RM_type_B,Permanent,Female,1989,N,0,0,0,level_4,3.32,2017,1.0,1,1,1,0,2,0,0,,,,,,
JG04,8.0,PG04,4.5,0.5,RM_type_A,Permanent,Male,1980,Y,2,1,1,level_4,3.04,2003,15.0,15,9,6,0,6,0,0,94.3,98.22,3.0,Pencapaian > 1.5,Pencapaian 50%-100%,reached
JG04,2.5,PG03,2.5,0.5,RM_type_A,Permanent,Female,1985,Y,1,1,0,level_4,3.38,2006,7.0,7,4,3,0,4,7,0,82.61,93.91,1.0,Pencapaian 100%-150%,Pencapaian < 50%,reached
JG04,1.58,PG03,1.58,1.5,RM_type_A,Permanent,Male,1986,Y,1,0,1,level_5,3.33,2016,4.0,4,3,3,0,4,1,0,48.60666666666666,50.87,0.0,Pencapaian 100%-150%,Pencapaian < 50%,reached
JG04,1.33,PG03,1.33,0.5,RM_type_B,Permanent,Female,1989,Y,0,0,0,level_4,3.37,2011,2.0,2,2,2,0,6,1,0,20.0,20.0,0.0,,,
JG04,0.92,PG03,0.92,0.92,RM_type_B,Permanent,Female,1990,N,0,0,0,level_4,2.47,2015,1.0,1,1,1,0,0,0,0,,,,,,
JG04,2.83,PG03,2.83,0.5,RM_type_B,Permanent,Female,1984,Y,2,2,0,level_4,3.37,2006,7.0,7,7,2,1,0,2,0,60.916666666666664,66.76,0.0,Pencapaian < 50%,Pencapaian 100%-150%,reached
JG04,1.58,PG03,1.58,0.5,RM_type_A,Permanent,Male,1991,Y,0,0,0,,,,4.0,4,3,4,0,2,0,0,53.696666666666665,66.36,0.0,Pencapaian 50%-100%,Pencapaian < 50%,not reached
JG03,0.42,PG01,0.42,0.42,RM_type_B,Contract,Male,1989,Y,0,0,0,level_3,3.41,2011,,1,1,1,0,0,0,0,,,,,,
JG04,0.33,PG03,0.33,0.33,RM_type_B,Permanent,Male,1991,N,0,0,0,level_4,3.53,2015,1.0,1,1,1,0,0,0,0,,,,,,
JG04,4.92,PG04,1.5,1.5,RM_type_A,Permanent,Female,1981,Y,2,2,0,level_4,3.51,2003,15.0,15,6,7,0,3,0,0,87.02666666666666,98.6,2.0,Pencapaian 50%-100%,Pencapaian 50%-100%,reached
JG04,1.58,PG03,1.58,0.5,RM_type_A,Permanent,Male,1986,Y,1,1,0,,,,4.0,4,3,4,0,5,0,0,67.63666666666667,80.41,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.5,PG03,1.5,0.5,RM_type_B,Permanent,Female,1990,Y,1,0,1,level_4,3.03,2012,3.0,3,2,2,0,5,1,0,25.096666666666668,48.92,0.0,Pencapaian < 50%,Pencapaian < 50%,reached
JG04,0.25,PG03,0.25,0.25,RM_type_B,Permanent,Male,1988,N,0,0,0,level_4,3.31,2014,1.0,1,1,1,0,0,0,0,,,,,,
JG04,1.92,PG03,1.92,0.5,RM_type_A,Permanent,Male,1988,Y,1,0,1,level_4,2.99,2011,4.0,4,4,2,0,2,0,0,73.78,66.75,0.0,Pencapaian 100%-150%,Pencapaian < 50%,not reached
JG04,1.5,PG03,1.5,0.5,RM_type_A,Permanent,Male,1986,Y,1,0,1,,,,4.0,4,3,2,0,8,0,0,51.300000000000004,57.78,0.0,Pencapaian 50%-100%,Pencapaian < 50%,not reached
JG04,1.5,PG03,1.5,0.5,RM_type_B,Permanent,Male,1989,Y,0,0,0,level_4,3.0,2012,2.0,2,3,2,0,6,0,0,14.84666666666667,16.01,0.0,Pencapaian < 50%,Pencapaian < 50%,reached
JG04,0.0,PG03,0.0,0.0,RM_type_B,Permanent,Male,1994,N,0,0,0,level_4,3.43,2016,1.0,1,1,1,0,0,0,0,,,,,,
JG04,1.5,PG03,1.5,1.5,RM_type_B,Permanent,Female,1985,Y,0,0,0,level_4,2.87,2010,6.0,6,3,3,0,8,3,0,83.17666666666666,87.22,1.0,Pencapaian 50%-100%,Pencapaian 50%-100%,reached
JG04,2.75,PG04,0.5,0.5,RM_type_A,Permanent,Male,1986,Y,1,1,0,level_4,3.62,2009,5.0,5,3,3,0,10,0,0,89.66333333333334,103.24,1.0,Pencapaian > 1.5,Pencapaian 50%-100%,reached
JG04,0.92,PG03,0.92,0.92,RM_type_B,Permanent,Male,1991,Y,0,0,0,level_4,3.63,2015,1.0,1,1,1,0,0,0,0,,,,,,
JG04,1.92,PG03,1.92,0.5,RM_type_A,Permanent,Male,1986,Y,1,0,1,level_4,2.88,2008,5.0,5,3,2,0,2,0,0,90.5,93.38,2.0,Pencapaian 100%-150%,Pencapaian 50%-100%,not reached
JG04,1.5,PG03,1.5,1.5,RM_type_B,Permanent,Male,1988,Y,0,0,0,,,,4.0,4,3,2,0,7,0,1,56.00666666666666,64.14,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.58,PG03,1.58,0.5,RM_type_A,Permanent,Female,1987,Y,2,1,1,,,,4.0,4,4,3,0,3,0,0,65.6,74.96,0.0,Pencapaian 100%-150%,Pencapaian < 50%,not reached
JG04,1.5,PG03,1.5,1.5,RM_type_B,Permanent,Male,1987,Y,0,0,0,,,,4.0,4,2,2,0,8,0,1,62.169999999999995,68.43,0.0,Pencapaian 50%-100%,Pencapaian 50%-100%,not reached
JG04,1.92,PG03,1.92,1.5,RM_type_A,Permanent,Male,1986,Y,1,0,1,level_4,2.99,2010,6.0,6,5,4,0,6,1,1,85.58999999999999,91.22,1.0,Pencapaian 100%-150%,Pencapaian < 50%,reached
JG04,1.58,PG03,1.58,0.5,RM_type_A,Permanent,Male,1988,Y,1,1,0,level_4,3.08,2010,6.0,6,3,4,0,0,0,0,48.20333333333334,53.0,0.0,Pencapaian < 50%,Pencapaian < 50%,reached
JG04,1.58,PG03,1.58,0.0,RM_type_A,Permanent,Female,1989,Y,0,0,0,level_4,3.77,2010,5.0,5,5,3,0,1,2,0,59.73666666666667,75.31,0.0,Pencapaian < 50%,Pencapaian 50%-100%,reached
JG04,1.58,PG03,1.58,0.5,RM_type_B,Permanent,Male,1986,Y,1,0,1,,,,4.0,4,3,2,0,3,4,0,52.68333333333334,59.06,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,0.92,PG03,0.92,0.92,RM_type_B,Permanent,Female,1988,Y,1,1,0,level_4,3.56,2010,1.0,1,1,1,0,0,1,0,,,,,,
JG04,1.92,PG03,1.92,0.17,RM_type_B,Permanent,Female,1983,Y,3,2,1,level_4,3.19,2005,6.0,6,4,2,0,4,0,0,61.66,68.41,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.5,PG03,1.5,1.5,RM_type_B,Permanent,Male,1989,N,0,0,0,level_4,3.04,2013,2.0,2,2,2,0,9,0,1,39.21,59.93,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG05,6.83,PG06,8.0,0.5,RM_type_A,Permanent,Female,1968,Y,3,1,2,level_4,3.22,2009,31.0,31,9,9,0,3,2,0,81.43333333333334,83.73,0.0,Pencapaian 50%-100%,Pencapaian 50%-100%,reached
JG04,1.58,PG03,1.58,0.5,RM_type_A,Permanent,Female,1988,Y,1,0,1,,,,4.0,4,3,4,0,5,4,0,47.120000000000005,59.22,0.0,Pencapaian < 50%,Pencapaian < 50%,reached
JG03,0.42,PG01,0.42,0.42,RM_type_B,Contract,Male,1992,N,0,0,0,level_4,3.47,2014,,1,1,1,0,0,0,0,,,,,,
JG04,0.25,PG03,0.25,0.25,RM_type_B,Permanent,Male,1991,N,0,0,0,level_4,3.22,2015,1.0,1,1,1,0,0,0,0,,,,,,
JG04,0.17,PG03,0.17,0.17,RM_type_B,Permanent,Female,1991,N,0,0,0,level_4,3.13,2015,1.0,1,1,1,0,0,0,0,,,,,,
JG04,1.92,PG03,1.92,0.5,RM_type_A,Permanent,Male,1981,Y,1,0,1,level_4,2.86,2001,5.0,5,5,4,0,5,0,1,64.13000000000001,67.27,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.33,PG03,1.33,0.5,RM_type_B,Permanent,Male,1986,N,0,0,0,level_4,3.47,2010,2.0,2,2,2,0,3,0,0,,,,,,
JG04,1.58,PG03,1.58,0.5,RM_type_A,Permanent,Male,1984,Y,2,2,0,level_4,3.17,2007,7.0,7,4,3,0,0,2,0,93.83,96.39,3.0,Pencapaian 50%-100%,Pencapaian > 1.5,not reached
JG04,1.92,PG03,1.92,0.5,RM_type_A,Permanent,Male,1980,Y,2,1,1,level_4,2.21,2007,6.0,6,3,3,0,3,0,0,72.56333333333333,65.99,0.0,Pencapaian 100%-150%,Pencapaian < 50%,not reached
JG04,0.92,PG03,0.92,0.5,RM_type_B,Permanent,Female,1988,N,0,0,0,level_4,3.27,2010,1.0,1,2,1,0,0,0,0,,,,,,
JG04,1.58,PG03,1.58,0.5,RM_type_A,Permanent,Male,1986,Y,1,1,0,,,,4.0,4,3,4,0,5,0,1,45.01,58.12,0.0,Pencapaian < 50%,Pencapaian < 50%,reached
JG04,1.08,PG03,1.08,1.17,RM_type_B,Permanent,Female,1989,N,0,0,0,level_4,3.18,2011,1.0,1,1,2,0,0,1,0,,,,,,
JG03,0.42,PG01,0.42,0.42,RM_type_B,Contract,Female,1989,N,0,0,0,level_4,3.31,2011,,1,1,1,0,0,0,0,,,,,,
JG04,8.0,PG04,2.0,1.5,RM_type_A,Permanent,Male,1976,Y,1,1,0,level_4,3.1,2000,16.0,18,11,8,2,4,0,1,77.09333333333335,68.16,0.0,Pencapaian 100%-150%,Pencapaian < 50%,not reached
JG04,2.42,PG03,2.42,0.5,RM_type_A,Permanent,Male,1985,Y,2,1,1,level_4,3.32,2007,7.0,7,5,4,5,0,0,0,75.61333333333333,93.72,1.0,Pencapaian 100%-150%,Pencapaian < 50%,reached
JG04,1.58,PG03,1.58,1.5,RM_type_A,Permanent,Male,1983,Y,1,1,0,level_4,3.56,2005,6.0,6,4,4,0,3,0,0,66.85333333333334,85.57,1.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.33,PG03,1.33,1.75,RM_type_B,Permanent,Female,1990,Y,1,0,1,level_4,3.15,2012,2.0,2,1,2,0,2,0,0,,,,,,
JG04,2.75,PG03,2.75,2.5,RM_type_C,Permanent,Female,1987,Y,2,1,1,level_4,3.36,2009,6.0,6,3,4,14,3,0,0,73.74333333333334,77.96,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,2.17,PG03,2.17,2.5,RM_type_A,Permanent,Male,1983,Y,0,0,0,level_4,2.61,2007,6.0,6,3,3,0,5,0,0,72.42333333333333,77.75,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.0,PG03,1.0,0.5,RM_type_B,Permanent,Male,1990,Y,1,1,0,level_4,3.58,2013,1.0,1,2,1,0,0,0,1,,,,,,
JG04,0.5,PG03,0.5,0.5,RM_type_B,Permanent,Female,1990,N,0,0,0,level_4,3.33,2012,1.0,1,1,1,0,0,0,0,,,,,,
JG04,8.0,PG04,4.5,1.5,RM_type_A,Permanent,Male,1980,Y,1,0,1,level_4,3.34,2004,15.0,15,7,7,12,4,0,0,70.29333333333334,80.55,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,5.92,PG04,2.5,0.5,RM_type_A,Permanent,Male,1981,Y,2,1,1,level_4,3.32,2005,13.0,14,6,6,11,3,4,0,77.05,87.53,1.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,5.92,PG04,2.5,1.5,RM_type_A,Permanent,Female,1981,Y,1,0,1,level_4,3.67,2004,13.0,13,8,6,3,0,0,0,79.89,85.47,1.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.83,PG03,1.83,0.5,RM_type_B,Permanent,Male,1981,Y,1,1,0,level_4,3.12,2005,6.0,6,3,2,3,5,0,0,60.913333333333334,66.16,0.0,Pencapaian 50%-100%,Pencapaian < 50%,not reached
JG04,0.5,PG03,0.5,0.5,RM_type_B,Permanent,Male,1984,Y,0,0,0,level_4,3.07,2007,6.0,6,4,2,1,6,0,0,66.86666666666667,75.56,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,2.83,PG04,0.5,0.92,RM_type_A,Permanent,Male,1989,Y,2,2,0,level_4,3.24,2011,6.0,6,3,3,3,3,0,0,63.71666666666666,73.07,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.75,PG03,1.75,0.5,RM_type_B,Permanent,Male,1988,Y,1,1,0,level_4,3.03,2010,4.0,4,4,2,0,5,0,0,48.91,52.9,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.92,PG03,1.92,2.0,RM_type_A,Permanent,Male,1990,Y,1,0,1,level_3,2.84,2010,4.0,4,4,2,3,5,0,0,94.83333333333333,85.54,3.0,Pencapaian 50%-100%,Pencapaian 100%-150%,not reached
JG03,0.92,PG01,0.92,0.92,RM_type_B,Contract,Male,1991,N,0,0,0,level_4,3.38,2013,,1,1,1,0,0,0,0,,,,,,
JG04,2.75,PG03,2.75,0.5,RM_type_A,Permanent,Male,1984,Y,2,1,1,level_4,2.96,2007,6.0,6,4,3,8,2,0,1,62.71666666666667,78.95,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.67,PG03,1.67,1.5,RM_type_A,Permanent,Female,1987,Y,2,1,1,level_4,3.2,2009,5.0,5,3,3,3,3,0,0,67.11333333333333,70.94,0.0,Pencapaian 50%-100%,Pencapaian < 50%,not reached
JG04,1.33,PG03,1.33,1.5,RM_type_B,Permanent,Female,1988,Y,2,1,1,level_4,3.09,2011,2.0,2,2,2,0,3,0,1,31.256666666666664,54.66,0.0,Pencapaian < 50%,Pencapaian < 50%,reached
JG04,1.0,PG03,1.0,1.0,RM_type_B,Permanent,Male,1989,Y,0,0,0,level_4,3.24,2011,1.0,1,1,1,0,0,0,1,,,,,,
JG04,4.92,PG04,1.5,1.5,RM_type_A,Permanent,Male,1981,Y,2,1,1,level_4,3.49,2004,13.0,13,8,8,7,0,0,0,64.43,76.6,0.0,Pencapaian 50%-100%,Pencapaian < 50%,not reached
JG04,1.92,PG03,1.92,0.5,RM_type_A,Permanent,Male,1985,Y,2,1,1,level_4,2.99,2009,6.0,6,4,2,3,3,0,0,61.623333333333335,74.33,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.83,PG03,1.83,0.5,RM_type_B,Permanent,Male,1989,Y,1,0,1,level_4,3.16,2011,4.0,4,3,2,0,3,3,0,64.44,81.27,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,0.92,PG03,0.92,0.92,RM_type_B,Permanent,Female,1987,Y,1,0,1,level_4,3.52,2011,1.0,1,1,1,0,0,0,0,,,,,,
JG05,1.25,PG05,1.25,1.5,RM_type_A,Permanent,Female,1975,Y,1,1,0,level_4,3.47,1997,17.0,19,12,12,1,0,0,0,74.64666666666666,81.56,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,8.0,PG04,4.5,1.5,RM_type_A,Permanent,Male,1981,Y,3,3,0,level_4,3.12,2005,13.0,13,7,7,3,1,0,0,55.906666666666666,59.36,0.0,Pencapaian 50%-100%,Pencapaian < 50%,not reached
JG04,1.75,PG03,1.75,0.5,RM_type_B,Permanent,Male,1983,Y,1,1,0,level_4,2.78,2200,5.0,5,4,2,0,3,0,0,57.56333333333333,66.95,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.33,PG03,1.33,1.5,RM_type_B,Permanent,Female,1986,Y,0,0,0,level_4,3.21,2008,2.0,2,2,2,0,2,0,0,39.96666666666667,66.23,0.0,Pencapaian 100%-150%,Pencapaian < 50%,reached
JG03,0.25,PG01,0.25,0.25,RM_type_B,Contract,Female,1992,N,0,0,0,level_4,3.43,2014,,1,1,1,0,0,0,0,,,,,,
JG04,1.75,PG03,1.75,0.5,RM_type_B,Permanent,Female,1983,Y,2,1,1,level_4,3.3,2007,6.0,6,4,2,0,3,0,1,42.596666666666664,45.94,0.0,Pencapaian < 50%,Pencapaian < 50%,reached
JG04,1.33,PG03,1.33,1.5,RM_type_B,Permanent,Female,1989,Y,1,0,1,level_4,3.33,2011,2.0,2,2,2,0,3,0,0,25.006666666666664,48.43,0.0,Pencapaian 50%-100%,Pencapaian < 50%,not reached
JG04,0.92,PG03,0.92,0.92,RM_type_B,Permanent,Male,1986,Y,1,1,0,level_3,3.36,2015,1.0,1,1,1,0,0,0,0,,,,,,
JG05,2.33,PG05,2.33,1.5,RM_type_A,Permanent,Male,1978,Y,3,2,1,level_4,2.87,2002,16.0,17,11,6,5,6,0,0,82.15666666666667,88.25,1.0,Pencapaian 100%-150%,Pencapaian < 50%,reached
JG04,2.75,PG03,2.75,0.5,RM_type_B,Permanent,Male,1986,Y,2,1,1,level_4,3.28,2008,6.0,6,3,2,1,5,0,0,70.07333333333334,94.22,1.0,Pencapaian 50%-100%,Pencapaian > 1.5,reached
JG04,6.42,PG04,3.0,0.5,RM_type_A,Permanent,Female,1974,Y,2,2,0,level_4,3.27,\N,18.0,19,12,8,4,0,0,0,76.07000000000001,94.35,1.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,2.83,PG03,2.83,0.5,RM_type_B,Permanent,Male,1984,Y,2,1,1,level_4,3.18,2006,6.0,6,4,2,0,2,0,0,56.71333333333333,68.17,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
